ID;Active;Name;Categories;Price tax included;Tax rules ID;Reference;Description;Short description;Weight;Image URLs;URL rewritten
612;1;Nautical Bracelet;77;25.21;1;1/24-215;Nautical Bracelet terials that are used in the bracelets are from top quality yachting and sailing product. The children's range of bracelets are created in bright colors that can be warn With a variety of clothes . Every bracelet is packaged in a pillow box and guaranteed for 30 days from purchase.;Every bracelet is packaged in a pillow box and guaranteed for 30 days from purchase.;0.300000;https://aspriter.am/780-home_default/nautical-bracelet.jpg;bracelet/612-nautical-bracelet
613;1;Nautical Bracelet;77;29.41;1;1/24-15Women;Nautical Bracelet Nautical B racelet from Summer Breeze collection are u nisex accesories made out of high quality materials used in yachting and sailing - ROPES ( support ropes ) and stainless steel key locks ( special nautical locks ) . The bracelet is a simple and elegant and can be worn with sport, smart, or casual outfits .;The bracelet is a simple and elegant and can be worn with sport, smart, or casual outfits.;0.300000;https://aspriter.am/786-home_default/nautical-bracelet.jpg;bracelet/613-nautical-bracelet
614;1;Nautical Bracelet;77;29.41;1;14/1/CNB;Nautical Bracelet Nautical B racelet from Ocean Wave collection are u nisex accesories made out of high quality materials used in yachting and sailing - ROPES ( support ropes ) and stainless steel key locks ( special nautical locks ) . The bracelet is a simple and elegant and can be worn with sport, smart, or casual outfits .;Nautical Bracelet;0.300000;https://aspriter.am/790-home_default/nautical-bracelet.jpg;bracelet/614-nautical-bracelet
615;1;Nautical Bracelet Wrap;77;29.41;1;14/1/CNB;Nautical Bracelet Wrap Nautical Bracelet from Wrap collection are unisex accesories made out of high quality materials used in yachting and sailing - ROPES (support ropes) and stainless steel key locks (special nautical locks). The bracelet is a simple and elegant and can be worn with sport, smart, or casual outfits.;The bracelet is a simple and elegant and can be worn with sport, smart, or casual outfits.;0.300000;https://aspriter.am/793-home_default/nautical-bracelet-wrap.jpg;bracelet/615-nautical-bracelet-wrap
616;1;Nautical Bracelet;77;29.41;1;1/24-0236Shoulder;Nautical Bracelet Nautical B racelet from Summer Breeze collection are u nisex accesories made out of high quality materials used in yachting and sailing - ROPES ( support ropes ) and stainless steel key locks ( special nautical locks ) . The bracelet is a simple and elegant and can be worn with sport, smart, or casual outfits .;The bracelet is a simple and elegant and can be worn with sport, smart, or casual outfits.;0.300000;https://aspriter.am/796-home_default/nautical-bracelet.jpg;bracelet/616-nautical-bracelet
617;1;Nautical Bracelet;77;29.41;1;1/28Eye;Nautical Bracelet Nautical B racelet from Yachting collection are u nisex accesories made out of high quality materials used in yachting and sailing - ROPES ( support ropes ) and stainless steel key locks ( special nautical locks ) . The bracelet is a simple and elegant and can be worn with sport, smart, or casual outfits .;The bracelet is a simple and elegant and can be worn with sport, smart, or casual outfits.;0.300000;https://aspriter.am/799-home_default/nautical-bracelet.jpg;bracelet/617-nautical-bracelet
618;1;Nautical Bracelet Magnetic Hug;77;33.61;1;14/1/CNB;Nautical Bracelet Magnetic Hug Nautical B racelet from Magnetic Hug collection are u nisex accesories made out of high quality materials used in yachting and sailing - ROPES ( support ropes ) and magnetic locks ( special nautical locks ) . The bracelet is a simple and elegant and can be worn with sport, smart, or casual outfits .;The bracelet is a simple and elegant and can be worn with sport, smart, or casual outfits.;0.300000;https://aspriter.am/801-home_default/nautical-bracelet-magnetic-hug.jpg;bracelet/618-nautical-bracelet-magnetic-hug
619;1;Panacea Sunscreen Dace SPF30;42;18.07;1;2/3Country;Panacea Sunscreen Dace SPF30, 50ml Sun-moisturizing face cream with aloe, pomegranate, cucumber and protection index 30. ALOE: moisturizing, anti-inflammatory, healing POMEGRANATE: moisturizing, wrinkle-free, regenerating with a strong antioxidant effect. Contributes to the elasticity and firmness of the skin. Cucumber: Rich in vitamin E and phytosterols. Contributes to the regeneration of skin cells. It's extremely moisturizing and anti-inflammatory.;Sun-moisturizing face cream with aloe, pomegranate, cucumber and protection index 30.;0.050000;https://aspriter.am/807-home_default/panacea-sunscreen-dace-spf30.jpg;body-soul/619-panacea-sunscreen-dace-spf30
620;1;Panaceaproducts EmmorOidi, 40ml;42;9.66;1;1/18Panacea;Panaceaproducts EmmorOidi, 40ml Hemorrhoids ointment relieves itching, pain and burning sensation. Horse Chestnut: Contains esculin and escin, ingredients that strengthen the walls of blood vessels. Cypress: High in flavonoids and polyphenols, leads to a noticeable improvement in blood circulation. Plantago: Rich in allantoin, heals wounds and is anti-inflammatory. Accelerates the formation of new skin. Ranunculus Ficaria (grassland): It has astringent properties. Aloe: healing, calming, anti-inflammatory. Achilles: stimulates blood circulation. It is astringent, hemostatic for external bleeding and for healing wounds. Hypericum: anti-inflammatory, astringent, healing, soothing. Sentela and Rouskos: They contribute to good blood circulation. Mallow: astringent, healing, anti-inflammatory. Chamomile: anti-inflammatory, soothing. KARITE Butter: Provides deep and continuous hydration, rich in Vitamins A, E and F.;Hemorrhoids ointment relieves itching, pain and burning sensation.;0.040000;https://aspriter.am/808-home_default/panaceaproducts-emmoroidi.jpg;body-soul/620-panaceaproducts-emmoroidi
621;1;Panacea AcneDerm, 30ml;42;9.66;1;1/18Panacea;"Panacea AcneDerm, 30ml Gel for acne prone skin. TEIODENTRO (ESSENTIAL OIL): Antiseptic, anti-inflammatory and antimicrobial. Eliminates excessive sebum secretion »CHAMPAGNE: Astringent and anti-inflammatory, it fights acne and reduces the size of the skin pores. »SALVIA OFFICINALIS (SAGE): Antiseptic» VITIS VINIFERA: Antimicrobial, anti-infectious, anti-inflammatory »THYMUS VULGARIS and THYMUS CAPITATUS HERBAL OIL: Treats acne-related bacteria» ROSEMARY: Contains ketones that stimulate the skin's metabolism. ""ALOE VERA: Antibacterial (contains polysaccharides with antibacterial activity) Astringent (dries pimples to reduce pore size) Moisturizing, antibiotic, antifungal, and anti-inflammatory PLANTAGO LANCEOLATA: Antibacterial, healing Malva sylvestris (mallow): Anti-inflammatory and soothing is ideal for treating swelling and acne. PROPOLIS EXTRACT: A powerful antibacterial agent that effectively treats acne-related bacteria.";Gel for acne prone skin.;0.030000;https://aspriter.am/809-home_default/panacea-acnederm.jpg;body-soul/621-panacea-acnederm
622;1;Panacea Acnederm Wash, 200ml;42;10.92;1;1/11Biosamos;Panacea Acnederm Wash, 200ml LIQUID SOAP FOR DEEP CLEANSING (Ideal for oily and acne-prone skin) TEIODENTRO (ESSENTIAL OIL): Antiseptic, anti-inflammatory and antimicrobial. Eliminates excessive sebum secretion CHAMPAGNE: Astringent and anti-inflammatory, combats acne and reduces the size of the skin pores. ALOE VERA: antibacterial (contains polysaccharides with antibacterial effects), astringent (dries pimples that help reduce pore size) MALVA SYLVESTRIS (Mallow): Anti-inflammatory and soothing is ideal for treating swelling and acne. PROPOLIS: helps treat the bacteria that cause acne. LEVANTA: Strongly antiseptic and dynamically healing.;LIQUID SOAP FOR DEEP CLEANSING (Ideal for oily and acne-prone skin);0.200000;https://aspriter.am/810-home_default/panacea-acnederm-wash.jpg;body-soul/622-panacea-acnederm-wash
623;1;Panacea Slimicel, 150ml;42;20.59;1;1/61Mastic;Panacea Slimicel, 150ml Fights cellulite, moisturizes and visibly firms the skin. Aesculus Hippocastanum Extract: Stimulates the venous and lymphatic circulation and thus reduces swelling Ananas Sativus: Contains bromelain, an enzyme with anti-inflammatory properties that stimulates metabolic processes and fights the fat that accumulates in the pockets of the upper layers of the skin Ivy extract: has anti-edematous properties and at the same time dissolves fat-fighting cellulite Coffea Arabica: stimulates microcirculation. Contributes to fat dissolution by visibly fighting local fat Centella asiatica extract: Strengthens the vein walls and improves blood circulation Ruscus Aculeatus Extract: Stimulates blood circulation when applied topically to the cellulite problem area Vaccinium Myrtillus Extract: It is rich in anthocyanins and vitamin C, ingredients that contribute to the formation of strong collagen tissue and consequently healthy skin Cinnamomum Cassia: It is rich in flavonoids and volatile oils while being a source of magnesium. The active ingredient in MHCP works against free radicals. ALGAE EXTRACT CARRAGEENAN: is a rich source of iodine and minerals that locally increase blood circulation Panthenol: moisturizes and increases the elasticity of the skin Organic aloe: soothes and firms the skin Organic olive oil (extract): Moisturizes and increases skin elasticity MINERAL OIL, PROPYLENE GLYCOL, PARABEN, FREE SILICONE;Fights cellulite, moisturizes and visibly firms the skin.;0.150000;https://aspriter.am/812-home_default/panacea-slimicel.jpg;body-soul/623-panacea-slimicel
624;1;Panacea Alexus, 75ml;42;8.40;1;1/18Panacea;Panacea Alexus, 75ml ANTI-MOSQUITO LOTION With insect repellants eucalyptus Cranesbills basil ROSEMARY MINT and MOISTURE FACTORS ORGANIC ALOE and ORGANIC OLIVE OIL, MINERAL OIL, PROPYLENE GLYCOL, PARABEN, SILICONE FREE;ORGANIC ALOE and ORGANIC OLIVE OIL, MINERAL OIL, PROPYLENE GLYCOL, PARABEN, SILICONE FREE;0.075000;https://aspriter.am/813-home_default/panacea-alexus.jpg;body-soul/624-panacea-alexus
625;1;Panacea Rosemary Shampoo, 230ml;42;8.82;1;1/12Kalliston;Panacea Rosemary Shampoo, 230ml With rosemary, argan oil, aloe and olive oil extract Rosemary: Revitalizes and rebuilds damaged hair Removes greasiness Against hair loss Helps against alopecia Strengthens and darkens the hair It works against dandruff Effectively stimulates the growth of hair follicles and prevents premature baldness thanks to flavonoid diosmin. Argan: Restores lost moisture and gives shine to dull and damaged hair. Reduces hair loss Strengthens, moisturizes, conditions and protects the hair from environmental influences (such as the sea, pool, air, etc.) and broken ends Aloe: Moisturizing, calming It strengthens the hair, gives it a silky texture and regenerates the hair from the roots. Rich in proteins, amino acids and polysaccharides, it moisturizes the hair and increases its elasticity and strength Olive oil: Tones and heals hair, keeping it rich and shiny. Contains vitamin E, which helps moisturize the hair. Moisturizes, strengthens, conditions and gives shine to sensitive hair that has been exposed to the sun or subjected to extensive heat treatment (hairdryer, straightener, etc.).;With rosemary, argan oil, aloe and olive oil extract;;https://aspriter.am/814-home_default/panacea-rosemary-shampoo.jpg;body-soul/625-panacea-rosemary-shampoo
